,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
41,41,14,CD Aves,CD Aves 0 - 0 Rio Ave,6,11,5,1.0
42,43,10,Real Sociedad,Real Sociedad 2 - 3 Valence,45,235,190,0.2356020942408377
43,43,10,Hanovre,Hanovre 0 - 0 Cologne,89,118,29,2.966666666666667
44,43,10,Karabükspor,Karabükspor 2 - 4 Yeni Malatyaspor,6,8,2,2.0
45,43,10,Sivasspor,Sivasspor 2 - 3 Goztepe AS,6,16,10,0.5454545454545454
46,47,5,La Corogne,Espanyol 4 - 1 La Corogne,8,37,29,0.26666666666666666
47,47,5,Sporting Lokeren,Standard Liège 2 - 1 Sporting Lokeren,28,44,16,1.6470588235294117
48,47,5,Royal Charleroi,Royal Charleroi 1 - 2 FC Bruges,34,73,39,0.85
49,47,5,CS Maritimo,Guimaraes 2 - 1 CS Maritimo,25,41,16,1.4705882352941178
50,47,5,CD Feirense,CD Feirense 1 - 4 CF Belenenses,6,10,4,1.2
51,47,5,Ajax,Ajax 1 - 2 Arnheim,110,138,28,3.793103448275862
52,47,5,Strasbourg,Strasbourg 1 - 2 Nantes,227,776,549,0.4127272727272727
53,47,5,Utrecht,Utrecht 1 - 7 PSV,16,79,63,0.25
54,47,5,Bursaspor,Bursaspor 1 - 2 Galatasaray,22,61,39,0.55
55,47,5,CD Tondela,CD Tondela 1 - 2 Braga,2,46,44,0.044444444444444446
56,57,0,SD Eibar,SD Eibar 0 - 4 Celta Vigo,9,31,22,0.391304347826087
57,57,0,Las Palmas,Las Palmas 0 - 2 CD Leganes,90,94,4,18.0
58,57,0,Villarreal,Getafe 4 - 0 Villarreal,51,67,16,3.0
59,57,0,Genoa,Inter Milan 1 - 0 Genoa,22,226,204,0.1073170731707317
60,57,0,La Gantoise,La Gantoise 0 - 1 Zulte-Waregem,18,61,43,0.4090909090909091
61,57,0,Hambourg,Leverkusen 3 - 0 Hambourg,50,124,74,0.6666666666666666
62,57,0,Newcastle,B & H Albion 1 - 0 Newcastle,247,316,69,3.5285714285714285
63,57,0,Cagliari,Cagliari 0 - 2 Chievo,15,20,5,2.5
64,57,0,Twente,Groningue 1 - 0 Twente,12,21,9,1.2
65,57,0,Toulouse,Marseille 2 - 0 Toulouse,390,541,151,2.5657894736842106
66,57,0,Alkmaar,Alkmaar 0 - 2 Excelsior,15,21,6,2.142857142857143
67,57,0,Thoune,St Gall 3 - 0 Thoune,1,6,5,0.16666666666666666
68,57,0,Sion,Sion 0 - 1 Young Boys,7,22,15,0.4375
69,57,0,FC Lugano,FC Lugano 0 - 3 Grasshopper,3,7,4,0.6
70,57,0,Benevento Calcio,Crotone FC 2 - 0 Benevento Calcio,20,35,15,1.25
71,57,0,Milan,Sampdoria 2 - 0 Milan,333,363,30,10.741935483870968
72,57,0,US Sassuolo,US Sassuolo 0 - 1 Bologne,14,20,6,2.0
73,57,0,Hellas Vérone,Hellas Vérone 0 - 3 Lazio,24,91,67,0.35294117647058826
