,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,175,Qarabag FK,Atl. Madrid 1 - 1 Qarabag FK,48,255,207,0.23076923076923078
1,2,75,Olympiakos,Olympiakos 0 - 0 Barcelone,43,165,122,0.34959349593495936
2,3,58,CSKA,Bâle 1 - 2 CSKA,199,393,194,1.0205128205128204
3,4,42,AS Rome,AS Rome 3 - 0 Chelsea,225,928,703,0.3196022727272727
4,5,36,Paris SG,Paris SG 5 - 0 Anderlecht,1192,1221,29,39.733333333333334
5,6,26,Sporting,Sporting 1 - 1 Juventus,132,955,823,0.16019417475728157
6,7,24,Manch. Utd,Manch. Utd 2 - 0 Benfica,134,216,82,1.6144578313253013
7,7,24,Bayern Munich,Celtic 1 - 2 Bayern Munich,189,253,64,2.9076923076923076
8,9,15,Juventus,Sporting 1 - 1 Juventus,823,955,132,6.18796992481203
9,10,11,Atl. Madrid,Atl. Madrid 1 - 1 Qarabag FK,207,255,48,4.224489795918367
10,11,6,Barcelone,Olympiakos 0 - 0 Barcelone,122,165,43,2.772727272727273
11,12,5,Celtic,Celtic 1 - 2 Bayern Munich,64,253,189,0.3368421052631579
12,12,5,Bâle,Bâle 1 - 2 CSKA,194,393,199,0.97
13,14,0,Chelsea,AS Rome 3 - 0 Chelsea,703,928,225,3.1106194690265485
14,14,0,Benfica,Manch. Utd 2 - 0 Benfica,82,216,134,0.6074074074074074
15,14,0,Anderlecht,Paris SG 5 - 0 Anderlecht,29,1221,1192,0.024308466051969825
