,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,65,Estoril-Praia,Estoril-Praia 0 - 0 Porto,40,563,523,0.07633587786259542
1,2,37,Betis Séville,Betis Séville 3 - 2 CD Leganes,1356,1444,88,15.235955056179776
2,3,28,Vitoria,Moreirense FC 2 - 2 Vitoria,51,248,197,0.25757575757575757
3,4,27,Manch. Utd,Manch. Utd 3 - 0 Stoke,940,1076,136,6.861313868613139
4,5,24,Sochaux,Lens 0 - 0 Sochaux,284,495,211,1.3396226415094339
5,6,21,Moreirense FC,Moreirense FC 2 - 2 Vitoria,197,248,51,3.7884615384615383
6,7,10,CD Leganes,Betis Séville 3 - 2 CD Leganes,88,1444,1356,0.06484893146647015
7,8,9,Lens,Lens 0 - 0 Sochaux,211,495,284,0.7403508771929824
8,9,6,Porto,Estoril-Praia 0 - 0 Porto,523,563,40,12.75609756097561
9,10,0,Stoke,Manch. Utd 3 - 0 Stoke,136,1076,940,0.14452709883103082
