,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,75,CD Alaves,FC Gérone 2 - 3 CD Alaves,243,885,642,0.37791601866251945
1,2,42,Udinese,Crotone FC 0 - 3 Udinese,352,515,163,2.1463414634146343
2,3,36,Kayserispor,Alanyaspor 1 - 2 Kayserispor,131,256,125,1.0396825396825398
3,4,32,Trabzonspor,Trabzonspor 3 - 0 Antalyaspor,430,633,203,2.107843137254902
4,5,27,Genoa,Hellas Vérone 0 - 1 Genoa,388,787,399,0.97
5,6,15,Portimonense,Estoril-Praia 0 - 0 Portimonense,425,602,177,2.3876404494382024
6,7,12,Estoril-Praia,Estoril-Praia 0 - 0 Portimonense,177,602,425,0.4154929577464789
7,8,10,FC Gérone,FC Gérone 2 - 3 CD Alaves,642,885,243,2.6311475409836067
8,9,5,Alanyaspor,Alanyaspor 1 - 2 Kayserispor,125,256,131,0.946969696969697
9,10,0,Antalyaspor,Trabzonspor 3 - 0 Antalyaspor,203,633,430,0.4709976798143852
10,10,0,Hellas Vérone,Hellas Vérone 0 - 1 Genoa,399,787,388,1.025706940874036
11,10,0,Crotone FC,Crotone FC 0 - 3 Udinese,163,515,352,0.46175637393767704
