,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,90,Swansea City,Swansea City 3 - 1 Arsenal,305,597,292,1.0409556313993173
1,2,75,Moreirense FC,Moreirense FC 0 - 0 Porto,41,175,134,0.3037037037037037
2,3,36,Estoril-Praia,Estoril-Praia 3 - 0 CD Tondela,91,284,193,0.4690721649484536
3,4,28,Juventus,Atalanta Bergame 0 - 1 Juventus,847,935,88,9.51685393258427
4,4,28,Liverpool,Huddersfield T. 0 - 3 Liverpool,191,280,89,2.1222222222222222
5,6,27,Paris SG,Rennes 2 - 3 Paris SG,452,539,87,5.136363636363637
6,7,24,Braga,Braga 2 - 0 CD Aves,243,256,13,17.357142857142858
7,8,20,West Ham,West Ham 1 - 1 Crystal Palace,700,820,120,5.785123966942149
8,9,18,Crystal Palace,West Ham 1 - 1 Crystal Palace,120,820,700,0.17118402282453637
9,10,10,Rennes,Rennes 2 - 3 Paris SG,87,539,452,0.19205298013245034
10,11,6,Porto,Moreirense FC 0 - 0 Porto,134,175,41,3.1904761904761907
11,12,5,Arsenal,Swansea City 3 - 1 Arsenal,292,597,305,0.954248366013072
12,13,0,CD Aves,Braga 2 - 0 CD Aves,13,256,243,0.05327868852459016
13,13,0,CD Tondela,Estoril-Praia 3 - 0 CD Tondela,193,284,91,2.097826086956522
14,13,0,Atalanta Bergame,Atalanta Bergame 0 - 1 Juventus,88,935,847,0.10377358490566038
15,13,0,Huddersfield T.,Huddersfield T. 0 - 3 Liverpool,89,280,191,0.4635416666666667
