,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,49,FC Astana,FC Astana 4 - 3 Celtic,133,1292,1159,0.1146551724137931
1,2,46,Valenciennes,Valenciennes 3 - 0 Reims,31,48,17,1.7222222222222223
2,3,44,Istanbul Basaksehir,Sevilla 2 - 2 Istanbul Basaksehir,37,813,776,0.047619047619047616
3,4,43,Clermont Foot,Paris FC 0 - 2 Clermont Foot,36,50,14,2.4
4,5,35,Orleans,Nancy 2 - 2 Orleans,38,49,11,3.1666666666666665
5,6,34,Olympiacos,Rijeka 0 - 1 Olympiacos,487,616,129,3.746153846153846
6,7,33,Lorient,Lorient 3 - 2 Lens,21,91,70,0.29577464788732394
7,8,32,Maribor,Maribor 1 - 0 Hapoel Beer Sheva,422,546,124,3.376
8,9,28,SSC Napoli,Nice 0 - 2 SSC Napoli,568,1210,642,0.8833592534992224
9,9,28,Red Star,GFC Ajaccio 0 - 0 Red Star,30,34,4,6.0
10,11,19,Nancy,Nancy 2 - 2 Orleans,11,49,38,0.28205128205128205
11,12,17,Sevilla,Sevilla 2 - 2 Istanbul Basaksehir,776,813,37,20.42105263157895
12,13,15,Celtic,FC Astana 4 - 3 Celtic,1159,1292,133,8.649253731343284
13,14,14,Tours,Tours 0 - 0 Le Havre,8,87,79,0.1
14,15,12,Le Havre,Tours 0 - 0 Le Havre,79,87,8,8.777777777777779
15,16,10,Lens,Lorient 3 - 2 Lens,70,91,21,3.1818181818181817
16,17,8,GFC Ajaccio,GFC Ajaccio 0 - 0 Red Star,4,34,30,0.12903225806451613
17,18,0,Paris FC,Paris FC 0 - 2 Clermont Foot,14,50,36,0.3783783783783784
18,18,0,Hapoel Beer Sheva,Maribor 1 - 0 Hapoel Beer Sheva,124,546,422,0.29314420803782504
19,18,0,Reims,Valenciennes 3 - 0 Reims,17,48,31,0.53125
20,18,0,Nice,Nice 0 - 2 SSC Napoli,642,1210,568,1.1282952548330405
21,18,0,Rijeka,Rijeka 0 - 1 Olympiacos,129,616,487,0.26434426229508196
