,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,48,AC Ajaccio,AC Ajaccio 3 - 0 Valenciennes,505,734,229,2.1956521739130435
1,2,43,Nimes,Tours 0 - 4 Nimes,61,69,8,6.777777777777778
2,3,42,Reims,Reims 5 - 0 GFC Ajaccio,145,148,3,36.25
3,4,41,Barcelone,Barcelone 6 - 1 SD Eibar,139,144,5,23.166666666666668
4,5,40,Valence,Valence 5 - 0 Malaga,282,316,34,8.057142857142857
5,5,40,Augsbourg,Augsbourg 1 - 0 RB Leipzig,104,648,544,0.1908256880733945
6,7,39,Clermont Foot,Chateauroux 0 - 2 Clermont Foot,41,81,40,1.0
7,7,39,Auxerre,Auxerre 1 - 0 Lorient,64,534,470,0.13588110403397027
8,9,36,Brest,Niort 0 - 2 Brest,89,108,19,4.45
9,10,34,Bologne,Bologne 1 - 1 Inter Milan,38,358,320,0.11838006230529595
10,11,29,Bayern Munich,Schalke 04 0 - 3 Bayern Munich,344,556,212,1.6150234741784038
11,11,29,Paris FC,Paris FC 1 - 0 Orleans,51,134,83,0.6071428571428571
12,13,27,M'Gladbach,M'Gladbach 2 - 0 Stuttgart,121,210,89,1.3444444444444446
13,13,27,Nancy,Nancy 2 - 1 Bourg en Bresse Peronnas,40,82,42,0.9302325581395349
14,15,23,Brême,Wolfsbourg 1 - 1 Brême,60,448,388,0.15424164524421594
15,15,23,Le Havre,Le Havre 1 - 0 Sochaux,98,147,49,1.96
16,17,15,Wolfsbourg,Wolfsbourg 1 - 1 Brême,388,448,60,6.360655737704918
17,18,13,Inter Milan,Bologne 1 - 1 Inter Milan,320,358,38,8.205128205128204
18,19,5,Bourg en Bresse Peronnas,Nancy 2 - 1 Bourg en Bresse Peronnas,42,82,40,1.024390243902439
19,19,5,SD Eibar,Barcelone 6 - 1 SD Eibar,5,144,139,0.03571428571428571
20,21,0,Schalke 04,Schalke 04 0 - 3 Bayern Munich,212,556,344,0.6144927536231884
21,21,0,Orleans,Paris FC 1 - 0 Orleans,83,134,51,1.5961538461538463
22,21,0,GFC Ajaccio,Reims 5 - 0 GFC Ajaccio,3,148,145,0.02054794520547945
23,21,0,Sochaux,Le Havre 1 - 0 Sochaux,49,147,98,0.494949494949495
24,21,0,Lorient,Auxerre 1 - 0 Lorient,470,534,64,7.230769230769231
25,21,0,Valenciennes,AC Ajaccio 3 - 0 Valenciennes,229,734,505,0.4525691699604743
26,21,0,Malaga,Valence 5 - 0 Malaga,34,316,282,0.12014134275618374
27,21,0,RB Leipzig,Augsbourg 1 - 0 RB Leipzig,544,648,104,5.180952380952381
28,21,0,Stuttgart,M'Gladbach 2 - 0 Stuttgart,89,210,121,0.7295081967213115
29,21,0,Chateauroux,Chateauroux 0 - 2 Clermont Foot,40,81,41,0.9523809523809523
30,21,0,Tours,Tours 0 - 4 Nimes,8,69,61,0.12903225806451613
31,21,0,Niort,Niort 0 - 2 Brest,19,108,89,0.2111111111111111
