,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,57,Chateauroux,Chateauroux 3 - 1 Lorient,75,129,54,1.3636363636363635
1,2,55,Quevilly,Bourg en Bresse Peronnas 3 - 5 Quevilly,21,59,38,0.5384615384615384
2,3,53,Caen,Bordeaux 0 - 1 Caen,320,693,373,0.8556149732620321
3,4,46,Auxerre,Auxerre 5 - 0 Niort,55,79,24,2.2
4,5,42,Cardiff City,Mansfield Town 1 - 4 Cardiff City,81,211,130,0.6183206106870229
5,6,36,KRC Genk,KV Ostende 1 - 2 KRC Genk,102,237,135,0.75
6,7,35,Nice,Monaco 2 - 2 Nice,166,344,178,0.9273743016759777
7,8,33,Clermont Foot,Clermont Foot 3 - 0 Valenciennes,20,49,29,0.6666666666666666
8,8,33,Nimes,Nancy 0 - 2 Nimes,150,211,61,2.4193548387096775
9,10,30,Reading FC,Reading FC 3 - 0 Stevenage FC,8,41,33,0.23529411764705882
10,10,30,Orleans,AC Ajaccio 1 - 1 Orleans,8,142,134,0.05925925925925926
11,12,25,Paris FC,Le Havre 1 - 1 Paris FC,75,142,67,1.1029411764705883
12,12,25,Sheffield Wednesday,Sheffield Wednesday 2 - 0 Carlisle United,18,51,33,0.5294117647058824
13,12,25,Arnheim,Sparta Rotterdam 0 - 1 Arnheim,130,259,129,1.0
14,15,23,Marseille,Marseille 2 - 0 Strasbourg,423,581,158,2.660377358490566
15,15,23,Leicester City,Leicester City 2 - 0 Fleetwood Town,226,249,23,9.416666666666666
16,17,21,GFC Ajaccio,GFC Ajaccio 1 - 1 Brest,22,81,59,0.36666666666666664
17,17,21,West Ham,West Ham 1 - 0 Shrewsbury Town,146,166,20,6.9523809523809526
18,19,19,Monaco,Monaco 2 - 2 Nice,178,344,166,1.0658682634730539
19,19,19,Reims,Reims 1 - 0 Tours,234,243,9,23.4
20,21,17,Brest,GFC Ajaccio 1 - 1 Brest,59,81,22,2.5652173913043477
21,22,15,Le Havre,Le Havre 1 - 1 Paris FC,67,142,75,0.881578947368421
22,22,15,Bourg en Bresse Peronnas,Bourg en Bresse Peronnas 3 - 5 Quevilly,38,59,21,1.7272727272727273
23,24,14,AC Ajaccio,AC Ajaccio 1 - 1 Orleans,134,142,8,14.88888888888889
24,25,5,Lorient,Chateauroux 3 - 1 Lorient,54,129,75,0.7105263157894737
25,25,5,Mansfield Town,Mansfield Town 1 - 4 Cardiff City,130,211,81,1.5853658536585367
26,25,5,KV Ostende,KV Ostende 1 - 2 KRC Genk,135,237,102,1.3106796116504855
27,28,0,Nancy,Nancy 0 - 2 Nimes,61,211,150,0.40397350993377484
28,28,0,Bordeaux,Bordeaux 0 - 1 Caen,373,693,320,1.161993769470405
29,28,0,Tours,Reims 1 - 0 Tours,9,243,234,0.03829787234042553
30,28,0,Sparta Rotterdam,Sparta Rotterdam 0 - 1 Arnheim,129,259,130,0.9847328244274809
31,28,0,Valenciennes,Clermont Foot 3 - 0 Valenciennes,29,49,20,1.380952380952381
32,28,0,Niort,Auxerre 5 - 0 Niort,24,79,55,0.42857142857142855
33,28,0,Strasbourg,Marseille 2 - 0 Strasbourg,158,581,423,0.37264150943396224
34,28,0,Shrewsbury Town,West Ham 1 - 0 Shrewsbury Town,20,166,146,0.1360544217687075
35,28,0,Stevenage FC,Reading FC 3 - 0 Stevenage FC,33,41,8,3.6666666666666665
36,28,0,Carlisle United,Sheffield Wednesday 2 - 0 Carlisle United,33,51,18,1.736842105263158
37,28,0,Fleetwood Town,Leicester City 2 - 0 Fleetwood Town,23,249,226,0.1013215859030837
