,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,85,Besiktas,Porto 1 - 3 Besiktas,116,219,103,1.1153846153846154
1,2,48,Shakhtar,Shakhtar 2 - 1 Naples,66,873,807,0.08168316831683169
2,3,39,Tottenham,Tottenham 3 - 1 Dortmund,300,642,342,0.8746355685131195
3,4,36,FC Séville,Liverpool 2 - 2 FC Séville,175,386,211,0.8254716981132075
4,5,34,Manch. City,Feyenoord 0 - 4 Manch. City,428,490,62,6.7936507936507935
5,6,28,NK Maribor,NK Maribor 1 - 1 Spartak,172,222,50,3.372549019607843
6,7,25,Real Madrid,Real Madrid 3 - 0 Apoel Nicosie,678,704,26,25.11111111111111
7,8,23,Monaco,RB Leipzig 1 - 1 Monaco,1172,1253,81,14.292682926829269
8,9,18,Liverpool,Liverpool 2 - 2 FC Séville,211,386,175,1.1988636363636365
9,10,16,RB Leipzig,RB Leipzig 1 - 1 Monaco,81,1253,1172,0.06905370843989769
10,11,15,Spartak,NK Maribor 1 - 1 Spartak,50,222,172,0.28901734104046245
11,12,5,Dortmund,Tottenham 3 - 1 Dortmund,342,642,300,1.1362126245847175
12,12,5,Naples,Shakhtar 2 - 1 Naples,807,873,66,12.044776119402986
13,12,5,Porto,Porto 1 - 3 Besiktas,103,219,116,0.8803418803418803
14,15,0,Apoel Nicosie,Real Madrid 3 - 0 Apoel Nicosie,26,704,678,0.03829160530191458
15,15,0,Feyenoord,Feyenoord 0 - 4 Manch. City,62,490,428,0.1445221445221445
