,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,47,Levante,Levante 3 - 0 Real Sociedad,279,1129,850,0.32784958871915393
1,2,46,Sion,FC Lugano 1 - 2 Sion,484,1100,616,0.7844408427876823
2,3,28,Espanyol,Villarreal 0 - 0 Espanyol,81,744,663,0.12198795180722892
3,3,28,Getafe,Celta Vigo 1 - 1 Getafe,146,386,240,0.6058091286307054
4,3,28,Grasshopper,Thoune 2 - 2 Grasshopper,834,1470,636,1.3092621664050235
5,6,20,Thoune,Thoune 2 - 2 Grasshopper,636,1470,834,0.7616766467065869
6,7,14,Celta Vigo,Celta Vigo 1 - 1 Getafe,240,386,146,1.6326530612244898
7,8,8,Villarreal,Villarreal 0 - 0 Espanyol,663,744,81,8.085365853658537
8,9,5,FC Lugano,FC Lugano 1 - 2 Sion,616,1100,484,1.270103092783505
9,10,0,Real Sociedad,Levante 3 - 0 Real Sociedad,850,1129,279,3.0357142857142856
