,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,50,Norvège,San Marin 0 - 8 Norvège,353,417,64,5.430769230769231
1,2,43,Pologne,Arménie 1 - 6 Pologne,184,260,76,2.3896103896103895
2,3,30,Écosse,Écosse 1 - 0 Slovaquie,394,853,459,0.8565217391304348
3,4,29,République Tchèque,Azerbaïdjan 1 - 2 République Tchèque,364,493,129,2.8
4,5,28,Roumanie,Roumanie 3 - 1 Kazakhstan,67,119,52,1.2641509433962264
5,5,28,Allemagne,Irlande du Nord 1 - 3 Allemagne,851,927,76,11.051948051948052
6,7,27,Danemark,Monténégro 0 - 1 Danemark,388,780,392,0.9872773536895675
7,8,25,Malte,Malte 1 - 1 Lituanie,78,283,205,0.3786407766990291
8,9,18,Angleterre,Angleterre 1 - 0 Slovénie,448,519,71,6.222222222222222
9,10,16,Lituanie,Malte 1 - 1 Lituanie,205,283,78,2.5949367088607596
10,11,5,Arménie,Arménie 1 - 6 Pologne,76,260,184,0.41081081081081083
11,11,5,Irlande du Nord,Irlande du Nord 1 - 3 Allemagne,76,927,851,0.0892018779342723
12,11,5,Azerbaïdjan,Azerbaïdjan 1 - 2 République Tchèque,129,493,364,0.35342465753424657
13,11,5,Kazakhstan,Roumanie 3 - 1 Kazakhstan,52,119,67,0.7647058823529411
14,15,0,Monténégro,Monténégro 0 - 1 Danemark,392,780,388,1.0077120822622108
15,15,0,San Marin,San Marin 0 - 8 Norvège,64,417,353,0.1807909604519774
16,15,0,Slovaquie,Écosse 1 - 0 Slovaquie,459,853,394,1.1620253164556962
17,15,0,Slovénie,Angleterre 1 - 0 Slovénie,71,519,448,0.15812917594654788
