,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,75,Torino FC,Lazio 1 - 3 Torino FC,150,750,600,0.24958402662229617
1,2,43,FC Gérone,Espanyol 0 - 1 FC Gérone,178,822,644,0.27596899224806204
2,3,38,CS Maritimo,CS Maritimo 1 - 0 Braga,190,452,262,0.7224334600760456
3,4,33,Nimes,Nimes 3 - 1 Clermont Foot,929,1107,178,5.189944134078212
4,5,29,Atiker Konyaspor 1922,Atiker Konyaspor 1922 2 - 0 Karabükspor,91,119,28,3.1379310344827585
5,6,20,Guimaraes,Guimaraes 1 - 0 CD Feirense,145,190,45,3.152173913043478
6,7,5,Clermont Foot,Nimes 3 - 1 Clermont Foot,178,1107,929,0.1913978494623656
7,7,5,Lazio,Lazio 1 - 3 Torino FC,600,750,150,3.9735099337748343
8,9,0,Karabükspor,Atiker Konyaspor 1922 2 - 0 Karabükspor,28,119,91,0.30434782608695654
9,9,0,CD Feirense,Guimaraes 1 - 0 CD Feirense,45,190,145,0.3082191780821918
10,9,0,Braga,CS Maritimo 1 - 0 Braga,262,452,190,1.3717277486910995
11,9,0,Espanyol,Espanyol 0 - 1 FC Gérone,644,822,178,3.5977653631284916
