,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
58,58,8,Atl. Madrid,CD Leganes 0 - 0 Atl. Madrid,145,162,17,8.055555555555555
59,60,5,KV Courtrai,KV Courtrai 1 - 2 KV Ostende,14,18,4,2.8
60,60,5,Getafe,La Corogne 2 - 1 Getafe,40,71,31,1.25
61,60,5,Southampton,Stoke 2 - 1 Southampton,18,130,112,0.1592920353982301
62,60,5,Hanovre,M'Gladbach 2 - 1 Hanovre,55,72,17,3.0555555555555554
63,60,5,Stuttgart,E. Francfort 2 - 1 Stuttgart,15,23,8,1.6666666666666667
64,60,5,Bursaspor,Kayserispor 3 - 1 Bursaspor,3,7,4,0.6
65,60,5,Antalyaspor,Sivasspor 3 - 1 Antalyaspor,27,31,4,5.4
66,60,5,Augsbourg,Augsbourg 1 - 2 Dortmund,36,182,146,0.24489795918367346
67,60,5,Vitoria,Rio Ave 2 - 1 Vitoria,2,4,2,0.6666666666666666
68,69,0,Royal Antwerp,Waasland-Beveren 3 - 0 Royal Antwerp,28,30,2,9.333333333333334
69,69,0,NAC Breda,NAC Breda 0 - 1 La Haye,9,13,4,1.8
70,69,0,Excelsior,Excelsior 0 - 2 VVV Venlo,2,4,2,0.6666666666666666
71,69,0,Sampdoria,Udinese 4 - 0 Sampdoria,73,100,27,2.607142857142857
72,69,0,Malaga,FC Séville 2 - 0 Malaga,12,57,45,0.2608695652173913
73,69,0,Crystal Palace,Manch. Utd 4 - 0 Crystal Palace,35,388,353,0.09887005649717515
74,69,0,Clermont Foot,Reims 1 - 0 Clermont Foot,19,46,27,0.6785714285714286
75,69,0,Swansea City,West Ham 1 - 0 Swansea City,58,99,41,1.380952380952381
76,69,0,Genoa,Genoa 0 - 1 Bologne,46,62,16,2.7058823529411766
77,69,0,Metz,Nantes 1 - 0 Metz,56,204,148,0.37583892617449666
78,69,0,Levante,Levante 0 - 2 CD Alaves,22,38,16,1.2941176470588236
79,69,0,Kasimpasa,Osmanlispor 3 - 0 Kasimpasa,18,18,0,18.0
80,69,0,Chelsea,Chelsea 0 - 1 Manch. City,191,350,159,1.19375
81,69,0,Rennes,Rennes 0 - 1 Caen,182,305,123,1.467741935483871
82,69,0,Huddersfield T.,Huddersfield T. 0 - 4 Tottenham,47,154,107,0.4351851851851852
83,69,0,Willem II,PSV 4 - 0 Willem II,6,58,52,0.11320754716981132
84,69,0,CD Feirense,Boavista FC 1 - 0 CD Feirense,3,7,4,0.6
85,69,0,Amiens,Amiens 0 - 1 Lille,172,525,353,0.4858757062146893
