,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,46,Betis Séville,Malaga 0 - 2 Betis Séville,419,928,509,0.8215686274509804
1,2,42,Moreirense FC,Moreirense FC 2 - 1 Guimaraes,79,375,296,0.265993265993266
2,3,33,Everton,Everton 3 - 1 Swansea City,631,796,165,3.8012048192771086
3,4,26,Lens,Lens 2 - 0 Tours,599,700,101,5.872549019607843
4,4,26,Goztepe AS,Goztepe AS 1 - 0 Atiker Konyaspor 1922,186,257,71,2.5833333333333335
5,4,26,Porto,Porto 3 - 1 CS Maritimo,336,416,80,4.148148148148148
6,7,22,Fenerbahce,Fenerbahce 2 - 0 Karabükspor,296,311,15,18.5
7,8,5,Guimaraes,Moreirense FC 2 - 1 Guimaraes,296,375,79,3.7
8,8,5,Swansea City,Everton 3 - 1 Swansea City,165,796,631,0.2610759493670886
9,8,5,CS Maritimo,Porto 3 - 1 CS Maritimo,80,416,336,0.23738872403560832
10,11,0,Tours,Lens 2 - 0 Tours,101,700,599,0.16833333333333333
11,11,0,Atiker Konyaspor 1922,Goztepe AS 1 - 0 Atiker Konyaspor 1922,71,257,186,0.37967914438502676
12,11,0,Karabükspor,Fenerbahce 2 - 0 Karabükspor,15,311,296,0.050505050505050504
13,11,0,Malaga,Malaga 0 - 2 Betis Séville,509,928,419,1.2119047619047618
