,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,49,SD Eibar,SD Eibar 5 - 0 Betis Séville,146,918,772,0.1888745148771022
1,2,44,Amiens,Amiens 3 - 0 Lille,195,987,792,0.2459016393442623
2,3,40,Kasimpasa,Karabükspor 0 - 2 Kasimpasa,71,212,141,0.5
3,4,39,Bologne,Hellas Vérone 2 - 3 Bologne,169,361,192,0.8756476683937824
4,5,32,Lens,Lens 3 - 1 Niort,502,719,217,2.302752293577982
5,6,28,Stoke,B & H Albion 2 - 2 Stoke,366,740,374,0.976
6,7,22,B & H Albion,B & H Albion 2 - 2 Stoke,374,740,366,1.0190735694822888
7,8,10,Hellas Vérone,Hellas Vérone 2 - 3 Bologne,192,361,169,1.1294117647058823
8,9,5,Niort,Lens 3 - 1 Niort,217,719,502,0.43141153081510936
9,10,0,Karabükspor,Karabükspor 0 - 2 Kasimpasa,141,212,71,1.9583333333333333
10,10,0,Lille,Amiens 3 - 0 Lille,792,987,195,4.040816326530612
11,10,0,Betis Séville,SD Eibar 5 - 0 Betis Séville,772,918,146,5.2517006802721085
