,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
33,33,25,Espanyol,Las Palmas 2 - 2 Espanyol,11,32,21,0.5
34,35,22,Sporting,Sporting 2 - 0 Portimonense,35,39,4,7.0
35,35,22,Las Palmas,Las Palmas 2 - 2 Espanyol,21,32,11,1.75
36,37,19,GD Chaves,GD Chaves 1 - 1 Rio Ave,7,15,8,0.7777777777777778
37,37,19,KRC Genk,Royal Charleroi 1 - 1 KRC Genk,5,72,67,0.07352941176470588
38,37,19,Rio Ave,GD Chaves 1 - 1 Rio Ave,8,15,7,1.0
39,40,17,Royal Charleroi,Royal Charleroi 1 - 1 KRC Genk,67,72,5,11.166666666666666
40,41,12,Utrecht,Utrecht 1 - 1 Heracles,4,9,5,0.6666666666666666
41,42,10,RB Leipzig,RB Leipzig 2 - 3 Hertha Berlin,90,115,25,3.4615384615384617
42,42,10,Lucerne,Lucerne 2 - 4 Young Boys,17,24,7,2.125
43,44,8,Fiorentina AC,Fiorentina AC 0 - 0 Genoa,22,38,16,1.2941176470588236
44,45,5,CD Tondela,CD Tondela 1 - 5 Benfica,5,21,16,0.29411764705882354
45,45,5,West Bromwich,West Bromwich 1 - 2 Manch. Utd,29,209,180,0.16022099447513813
46,45,5,Alkmaar,Alkmaar 1 - 2 Ajax,13,30,17,0.7222222222222222
47,45,5,Galatasaray,Yeni Malatyaspor 2 - 1 Galatasaray,25,28,3,6.25
48,45,5,Benevento Calcio,Benevento Calcio 1 - 2 SPAL 2013,57,96,39,1.425
49,45,5,FC Zürich,Lausanne-Sport 5 - 1 FC Zürich,3,27,24,0.12
50,45,5,Zulte-Waregem,Zulte-Waregem 1 - 2 Royal Antwerp,13,74,61,0.20967741935483872
51,45,5,Osmanlispor,Besiktas 5 - 1 Osmanlispor,6,45,39,0.15
52,45,5,Antalyaspor,İstanbul Basaksehir 4 - 1 Antalyaspor,14,29,15,0.875
53,54,0,Bologne,Bologne 0 - 3 Juventus,4,115,111,0.03571428571428571
54,54,0,Bournemouth,Bournemouth 0 - 4 Liverpool,52,194,142,0.36363636363636365
55,54,0,Bordeaux,Nice 1 - 0 Bordeaux,82,581,499,0.164
56,54,0,Angers,Nantes 1 - 0 Angers,83,302,219,0.37727272727272726
57,54,0,Sparta Rotterdam,Sparta Rotterdam 0 - 7 Feyenoord,15,20,5,2.5
58,54,0,Marseille,Lyon 2 - 0 Marseille,302,666,364,0.8273972602739726
59,54,0,Anderlecht,FC Bruges 5 - 0 Anderlecht,63,97,34,1.8
60,54,0,Milan,Hellas Vérone 3 - 0 Milan,35,88,53,0.6481481481481481
61,54,0,Grasshopper,Grasshopper 0 - 2 Bâle,21,28,7,2.625
62,54,0,Portimonense,Sporting 2 - 0 Portimonense,4,39,35,0.1111111111111111
63,54,0,Chievo,Crotone FC 1 - 0 Chievo,12,36,24,0.48
64,54,0,Sampdoria,Sampdoria 0 - 1 US Sassuolo,48,56,8,5.333333333333333
65,54,0,Groningue,Excelsior 2 - 0 Groningue,3,8,5,0.5
66,54,0,Getafe,FC Gérone 1 - 0 Getafe,24,45,21,1.0909090909090908
67,54,0,Celta Vigo,Celta Vigo 0 - 1 Villarreal,41,125,84,0.4823529411764706
68,54,0,Real Madrid,CD Leganes 0 - 0 Real Madrid,82,85,3,20.5
69,54,0,La Corogne,Barcelone 4 - 0 La Corogne,50,378,328,0.1519756838905775
70,54,0,Akhisar Belediyespor,Akhisar Belediyespor 0 - 2 Kayserispor,8,34,26,0.2962962962962963
71,54,0,CD Leganes,CD Leganes 0 - 0 Real Madrid,3,85,82,0.03614457831325301
