,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,40,Toulouse,Toulouse 2 - 0 Bordeaux,341,521,180,1.8839779005524862
1,2,39,E. Francfort,Hambourg 1 - 2 E. Francfort,44,129,85,0.5116279069767442
2,2,39,Fribourg,Fribourg 1 - 0 M'Gladbach,53,167,114,0.4608695652173913
3,4,37,Twente,NAC Breda 1 - 2 Twente,17,38,21,0.7727272727272727
4,5,36,Orleans,Orleans 2 - 0 GFC Ajaccio,113,169,56,1.9824561403508771
5,6,34,Atalanta Bergame,Genoa 1 - 2 Atalanta Bergame,85,138,53,1.5740740740740742
6,7,33,Crystal Palace,Crystal Palace 2 - 1 Watford FC,125,416,291,0.4280821917808219
7,8,29,Chelsea,Huddersfield T. 1 - 3 Chelsea,381,498,117,3.2288135593220337
8,9,28,Burnley FC,Burnley FC 1 - 0 Stoke,314,398,84,3.6941176470588237
9,10,26,Dortmund,Mayence 0 - 2 Dortmund,192,382,190,1.0052356020942408
10,11,24,Angers,Angers 1 - 0 Metz,160,345,185,0.8602150537634409
11,11,24,Monaco,Monaco 2 - 0 Caen,195,342,147,1.3175675675675675
12,13,21,PEC Zwolle,PEC Zwolle 1 - 1 Alkmaar,27,95,68,0.391304347826087
13,14,19,Wolfsbourg,Wolfsbourg 1 - 1 RB Leipzig,118,372,254,0.4627450980392157
14,15,17,RB Leipzig,Wolfsbourg 1 - 1 RB Leipzig,254,372,118,2.134453781512605
15,16,16,Alkmaar,PEC Zwolle 1 - 1 Alkmaar,68,95,27,2.4285714285714284
16,17,5,Watford FC,Crystal Palace 2 - 1 Watford FC,291,416,125,2.3095238095238093
17,17,5,Genoa,Genoa 1 - 2 Atalanta Bergame,53,138,85,0.6162790697674418
18,17,5,Huddersfield T.,Huddersfield T. 1 - 3 Chelsea,117,498,381,0.306282722513089
19,17,5,Hambourg,Hambourg 1 - 2 E. Francfort,85,129,44,1.8888888888888888
20,17,5,NAC Breda,NAC Breda 1 - 2 Twente,21,38,17,1.1666666666666667
21,22,0,Metz,Angers 1 - 0 Metz,185,345,160,1.1490683229813665
22,22,0,Caen,Monaco 2 - 0 Caen,147,342,195,0.75
23,22,0,GFC Ajaccio,Orleans 2 - 0 GFC Ajaccio,56,169,113,0.49122807017543857
24,22,0,M'Gladbach,Fribourg 1 - 0 M'Gladbach,114,167,53,2.111111111111111
25,22,0,Stoke,Burnley FC 1 - 0 Stoke,84,398,314,0.26666666666666666
26,22,0,Mayence,Mayence 0 - 2 Dortmund,190,382,192,0.9844559585492227
27,22,0,Bordeaux,Toulouse 2 - 0 Bordeaux,180,521,341,0.5263157894736842
