,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,38,Irlande,Pays de Galles 0 - 1 Irlande,141,698,557,0.25268817204301075
1,2,36,Croatie,Ukraine 0 - 2 Croatie,502,677,175,2.852272727272727
2,3,31,Macédoine,Macédoine 4 - 0 Liechtenstein,108,179,71,1.5
3,4,26,Finlande,Finlande 2 - 2 Turquie,287,458,171,1.6686046511627908
4,5,23,Turquie,Finlande 2 - 2 Turquie,171,458,287,0.59375
5,6,21,Italie,Albanie 0 - 1 Italie,373,490,117,3.1610169491525424
6,6,21,Islande,Islande 2 - 0 Kosovo,763,782,19,38.15
7,8,20,Autriche,Moldavie 0 - 1 Autriche,120,177,57,2.0689655172413794
8,9,18,Espagne,Israël 0 - 1 Espagne,517,537,20,24.61904761904762
9,10,17,Serbie,Serbie 1 - 0 Géorgie,264,297,33,7.764705882352941
10,11,0,Kosovo,Islande 2 - 0 Kosovo,19,782,763,0.024869109947643978
11,11,0,Liechtenstein,Macédoine 4 - 0 Liechtenstein,71,179,108,0.6513761467889908
12,11,0,Géorgie,Serbie 1 - 0 Géorgie,33,297,264,0.12452830188679245
13,11,0,Ukraine,Ukraine 0 - 2 Croatie,175,677,502,0.34791252485089463
14,11,0,Israël,Israël 0 - 1 Espagne,20,537,517,0.03861003861003861
15,11,0,Albanie,Albanie 0 - 1 Italie,117,490,373,0.31283422459893045
16,11,0,Pays de Galles,Pays de Galles 0 - 1 Irlande,557,698,141,3.9225352112676055
17,11,0,Moldavie,Moldavie 0 - 1 Autriche,57,177,120,0.47107438016528924
