,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
33,34,28,Leicester City,Leicester City 2 - 0 Brighton & Hove Albion,147,198,51,2.826923076923077
34,35,27,Hamburger SV,Hamburger SV 1 - 0 Augsburg,69,92,23,2.875
35,35,27,Strasbourg,Montpellier 1 - 1 Strasbourg,303,342,39,7.575
36,37,26,Juventus,Juventus 3 - 0 Cagliari,27,31,4,5.4
37,38,24,Alkmaar,Alkmaar 2 - 0 La Haye,6,12,6,0.8571428571428571
38,39,23,Lyon,Lyon 3 - 3 Bordeaux,214,386,172,1.2369942196531791
39,39,23,Hoffenheim,Hoffenheim 1 - 0 Werder Bremen,29,84,55,0.5178571428571429
40,41,18,Liverpool,Liverpool 1 - 0 Crystal Palace,118,165,47,2.4583333333333335
41,41,18,Atl. Madrid,FC Gérone 2 - 2 Atl. Madrid,39,42,3,9.75
42,41,18,Rennes,Rennes 2 - 2 Dijon,120,162,42,2.7906976744186047
43,44,17,Young Boys,FC Zürich 0 - 0 Young Boys,40,57,17,2.2222222222222223
44,45,14,Montpellier,Montpellier 1 - 1 Strasbourg,39,342,303,0.12828947368421054
45,46,13,FC Séville,FC Séville 1 - 1 Espanyol,12,14,2,4.0
46,46,13,Heerenven,Heerenven 1 - 1 Heracles,0,3,3,0.0
47,48,11,FC Zürich,FC Zürich 0 - 0 Young Boys,17,57,40,0.4146341463414634
48,49,10,Alanyaspor,Bursaspor 3 - 2 Alanyaspor,2,9,7,0.25
49,49,10,Waasland-Beveren,Waasland-Beveren 2 - 3 Lokeren,23,28,5,3.8333333333333335
50,49,10,CD Tondela,CD Tondela 2 - 3 Estoril-Praia,7,16,9,0.7
51,49,10,Lausanne-Sport,Thoune 5 - 2 Lausanne-Sport,13,16,3,3.25
52,49,10,West Ham United,Southampton 3 - 2 West Ham United,260,298,38,6.666666666666667
53,49,10,Celta Vigo,Celta Vigo 2 - 3 Real Sociedad,35,47,12,2.6923076923076925
54,49,10,Lens,Lens 2 - 4 Brest,125,150,25,4.8076923076923075
55,56,5,Oostende,Eupen 2 - 1 Oostende,31,43,12,2.3846153846153846
56,56,5,İstanbul Basaksehir,Karabükspor 3 - 1 İstanbul Basaksehir,8,14,6,1.1428571428571428
57,56,5,KV Mechelen,KV Mechelen 1 - 2 Antwerp,4,20,16,0.23529411764705882
58,56,5,Osmanlispor,Osmanlispor 1 - 3 Galatasaray,1,42,41,0.023809523809523808
59,56,5,Twente,Twente 1 - 2 VVV Venlo,9,11,2,3.0
60,56,5,Hellas Vérone,Hellas Vérone 1 - 3 Naples,5,34,29,0.16666666666666666
61,62,0,Swansea City,Swansea City 0 - 4 Manchester United,52,340,288,0.17993079584775087
62,62,0,Yeni Malatyaspor,Sivasspor 2 - 0 Yeni Malatyaspor,1,8,7,0.125
63,62,0,Burnley,Burnley 0 - 1 West Bromwich Albion,170,237,67,2.5
64,62,0,AFC Bournemouth,AFC Bournemouth 0 - 2 Watford,52,197,145,0.3561643835616438
65,62,0,Genk,Genk 0 - 1 Sporting Charleroi,25,84,59,0.4166666666666667
66,62,0,CF Belenenses,Benfica 5 - 0 CF Belenenses,4,22,18,0.21052631578947367
67,62,0,Cagliari,Juventus 3 - 0 Cagliari,4,31,27,0.14285714285714285
68,62,0,Augsburg,Hamburger SV 1 - 0 Augsburg,23,92,69,0.32857142857142857
69,62,0,RasenBallsport Leipzig,Schalke 04 2 - 0 RasenBallsport Leipzig,186,403,217,0.8532110091743119
70,62,0,VfB Stuttgart,Hertha Berlin 2 - 0 VfB Stuttgart,37,182,145,0.2534246575342466
71,62,0,Guimaraes,Guimaraes 0 - 5 Sporting,4,16,12,0.3076923076923077
72,62,0,Werder Bremen,Hoffenheim 1 - 0 Werder Bremen,55,84,29,1.8333333333333333
73,62,0,La Haye,Alkmaar 2 - 0 La Haye,6,12,6,0.8571428571428571
74,62,0,Amiens,Saint-Etienne 3 - 0 Amiens,35,176,141,0.24647887323943662
75,62,0,Wolfsburg,Wolfsburg 0 - 3 Borussia Dortmund,86,267,181,0.4725274725274725
76,62,0,Mainz 05,Mainz 05 0 - 1 Hannover 96,33,46,13,2.357142857142857
77,62,0,Guingamp,Nice 2 - 0 Guingamp,158,330,172,0.9132947976878613
78,62,0,Arsenal,Stoke City 1 - 0 Arsenal,262,343,81,3.1951219512195124
79,62,0,Troyes,Troyes 0 - 1 Nantes,217,668,451,0.48008849557522126
80,62,0,Crystal Palace,Liverpool 1 - 0 Crystal Palace,47,165,118,0.3949579831932773
81,62,0,Brighton & Hove Albion,Leicester City 2 - 0 Brighton & Hove Albion,51,198,147,0.34459459459459457
