,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,80,Lausanne-Sport,Lausanne-Sport 2 - 1 Young Boys,21,34,13,1.5
1,1,80,Crystal Palace,Crystal Palace 2 - 1 Chelsea,14,109,95,0.14583333333333334
2,3,70,Lazio,Juventus 1 - 2 Lazio,31,59,28,1.0689655172413792
3,4,68,RB Leipzig,Dortmund 2 - 3 RB Leipzig,43,120,77,0.5512820512820513
4,5,63,Watford FC,Watford FC 2 - 1 Arsenal,58,92,34,1.6571428571428573
5,6,51,Goztepe AS,Antalyaspor 1 - 3 Goztepe AS,6,32,26,0.2222222222222222
6,7,46,Manch. City,Manch. City 7 - 2 Stoke,252,260,8,28.0
7,8,45,PEC Zwolle,Feyenoord 0 - 0 PEC Zwolle,7,20,13,0.5
8,9,42,Angers,Caen 0 - 2 Angers,140,371,231,0.603448275862069
9,10,40,Mouscron-Péruwelz,KRC Genk 1 - 1 Mouscron-Péruwelz,50,58,8,5.555555555555555
10,10,40,Troyes,Lille 2 - 2 Troyes,111,236,125,0.8809523809523809
11,12,39,E. Francfort,Hanovre 1 - 2 E. Francfort,8,33,25,0.3076923076923077
12,12,39,Clermont Foot,Clermont Foot 3 - 0 Le Havre,26,72,46,0.5531914893617021
13,14,38,KAS Eupen,Royal Charleroi 2 - 2 KAS Eupen,3,33,30,0.0967741935483871
14,14,38,Schalke 04,Hertha Berlin 0 - 2 Schalke 04,38,66,28,1.3103448275862069
15,16,37,Bâle,FC Lugano 0 - 4 Bâle,15,19,4,3.0
16,17,36,Bayern Munich,Bayern Munich 5 - 0 Fribourg,147,158,11,12.25
17,18,34,Utrecht,Utrecht 3 - 1 Heerenven,5,22,17,0.2777777777777778
18,19,33,Augsbourg,Hoffenheim 2 - 2 Augsbourg,4,56,52,0.07547169811320754
19,20,32,Guingamp,Guingamp 2 - 0 Rennes,121,322,201,0.599009900990099
20,20,32,Mayence,Mayence 3 - 2 Hambourg,4,27,23,0.16666666666666666
