,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,125,Swansea City,Swansea City 1 - 0 Liverpool,116,994,878,0.13196814562002276
1,2,38,Galatasaray,Kayserispor 1 - 3 Galatasaray,532,688,156,3.388535031847134
2,3,35,Malaga,SD Eibar 1 - 1 Malaga,217,492,275,0.7862318840579711
3,4,33,Paris FC,Paris FC 2 - 1 AC Ajaccio,565,837,272,2.06959706959707
4,5,17,Juventus,Juventus 1 - 0 Genoa,705,727,22,30.652173913043477
5,6,13,SD Eibar,SD Eibar 1 - 1 Malaga,275,492,217,1.261467889908257
6,7,5,Kayserispor,Kayserispor 1 - 3 Galatasaray,156,688,532,0.2926829268292683
7,7,5,AC Ajaccio,Paris FC 2 - 1 AC Ajaccio,272,837,565,0.48056537102473496
8,9,0,Genoa,Juventus 1 - 0 Genoa,22,727,705,0.031161473087818695
9,9,0,Liverpool,Swansea City 1 - 0 Liverpool,878,994,116,7.504273504273504
