,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,105,Espanyol,Espanyol 1 - 0 Barcelone,33,118,85,0.38372093023255816
1,2,90,FC Séville,Atl. Madrid 1 - 2 FC Séville,87,169,82,1.0481927710843373
2,3,75,Norwich City,Chelsea 1 - 1 Norwich City,19,235,216,0.08755760368663594
3,4,51,Paris SG,Paris SG 8 - 0 Dijon,387,419,32,11.727272727272727
4,5,49,Rennes,Lille 1 - 2 Rennes,98,380,282,0.3462897526501767
5,6,40,Metz,Metz 3 - 0 Saint-Etienne,118,429,311,0.3782051282051282
6,7,39,Wigan,Wigan 3 - 0 Bournemouth,31,252,221,0.13963963963963963
7,8,36,Swansea City,Swansea City 2 - 1 Wolverhampton,128,211,83,1.5238095238095237
8,9,33,Angers,Angers 3 - 1 Troyes,72,245,173,0.41379310344827586
9,10,32,Lyon,Guingamp 0 - 2 Lyon,465,630,165,2.8012048192771086
10,11,23,Amiens,Amiens 1 - 1 Montpellier,123,316,193,0.634020618556701
11,11,23,Valence,Valence 2 - 1 CD Alaves,121,154,33,3.5588235294117645
12,13,19,Nantes,Toulouse 1 - 1 Nantes,397,446,49,7.94
13,13,19,Toulouse,Toulouse 1 - 1 Nantes,49,446,397,0.12311557788944724
14,15,17,Montpellier,Amiens 1 - 1 Montpellier,193,316,123,1.5564516129032258
15,16,11,Chelsea,Chelsea 1 - 1 Norwich City,216,235,19,10.8
16,17,5,Lille,Lille 1 - 2 Rennes,282,380,98,2.8484848484848486
17,17,5,Atl. Madrid,Atl. Madrid 1 - 2 FC Séville,82,169,87,0.9318181818181818
18,17,5,Troyes,Angers 3 - 1 Troyes,173,245,72,2.3698630136986303
19,17,5,CD Alaves,Valence 2 - 1 CD Alaves,33,154,121,0.27049180327868855
20,17,5,Wolverhampton,Swansea City 2 - 1 Wolverhampton,83,211,128,0.6434108527131783
21,22,0,Guingamp,Guingamp 0 - 2 Lyon,165,630,465,0.3540772532188841
22,22,0,Dijon,Paris SG 8 - 0 Dijon,32,419,387,0.08247422680412371
23,22,0,Saint-Etienne,Metz 3 - 0 Saint-Etienne,311,429,118,2.6134453781512605
24,22,0,Barcelone,Espanyol 1 - 0 Barcelone,85,118,33,2.5
25,22,0,Bournemouth,Wigan 3 - 0 Bournemouth,221,252,31,6.90625
