,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,55,Roumanie,Danemark 1 - 1 Roumanie,122,321,199,0.61
1,2,36,Allemagne,Allemagne 5 - 1 Azerbaïdjan,1141,1150,9,114.1
2,3,35,République Tchèque,République Tchèque 5 - 0 San Marin,838,851,13,59.857142857142854
3,4,33,Pologne,Pologne 4 - 2 Monténégro,442,491,49,8.84
4,5,31,Norvège,Norvège 1 - 0 Irlande du Nord,291,556,265,1.093984962406015
5,6,26,Slovaquie,Slovaquie 3 - 0 Malte,138,158,20,6.571428571428571
6,7,24,Slovénie,Slovénie 2 - 2 Écosse,191,296,105,1.8018867924528301
7,8,23,Écosse,Slovénie 2 - 2 Écosse,105,296,191,0.546875
8,9,19,Arménie,Kazakhstan 1 - 1 Arménie,88,161,73,1.1891891891891893
9,10,18,Kazakhstan,Kazakhstan 1 - 1 Arménie,73,161,88,0.8202247191011236
10,10,18,Angleterre,Lituanie 0 - 1 Angleterre,341,399,58,5.779661016949152
11,12,12,Danemark,Danemark 1 - 1 Roumanie,199,321,122,1.6178861788617886
12,13,10,Monténégro,Pologne 4 - 2 Monténégro,49,491,442,0.11060948081264109
13,14,5,Azerbaïdjan,Allemagne 5 - 1 Azerbaïdjan,9,1150,1141,0.00788091068301226
14,15,0,San Marin,République Tchèque 5 - 0 San Marin,13,851,838,0.015494636471990465
15,15,0,Lituanie,Lituanie 0 - 1 Angleterre,58,399,341,0.1695906432748538
16,15,0,Malte,Slovaquie 3 - 0 Malte,20,158,138,0.14388489208633093
17,15,0,Irlande du Nord,Norvège 1 - 0 Irlande du Nord,265,556,291,0.9075342465753424
