,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,35,GD Chaves,GD Chaves 3 - 0 Moreirense FC,106,213,107,0.9814814814814815
1,2,34,Espanyol,Espanyol 2 - 1 Celta Vigo,958,1745,787,1.215736040609137
2,3,31,Portimonense,Portimonense 2 - 1 CD Feirense,99,307,208,0.47368421052631576
3,4,28,Lens,Lens 2 - 0 Quevilly,637,1096,459,1.3847826086956523
4,5,24,Besiktas,Besiktas 2 - 0 Atiker Konyaspor 1922,983,1017,34,28.085714285714285
5,6,5,CD Feirense,Portimonense 2 - 1 CD Feirense,208,307,99,2.08
6,6,5,Celta Vigo,Espanyol 2 - 1 Celta Vigo,787,1745,958,0.8206465067778936
7,8,0,Quevilly,Lens 2 - 0 Quevilly,459,1096,637,0.719435736677116
8,8,0,Atiker Konyaspor 1922,Besiktas 2 - 0 Atiker Konyaspor 1922,34,1017,983,0.034552845528455285
9,8,0,Moreirense FC,GD Chaves 3 - 0 Moreirense FC,107,213,106,1.0
