,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,95,Wolfsbourg,Bayern Munich 2 - 2 Wolfsbourg,77,730,653,0.11773700305810397
1,2,83,Niort,Nimes 1 - 5 Niort,12,76,64,0.18461538461538463
2,3,80,Alanyaspor,Trabzonspor 3 - 4 Alanyaspor,27,82,55,0.48214285714285715
3,4,68,AC Ajaccio,Sochaux 1 - 6 AC Ajaccio,24,107,83,0.2857142857142857
4,5,46,Bourg en Bresse Peronnas,Bourg en Bresse Peronnas 2 - 1 Le Havre,46,157,111,0.4107142857142857
5,6,39,Auxerre,Valenciennes 0 - 2 Auxerre,48,143,95,0.5
6,7,37,Monaco,Lille 0 - 4 Monaco,447,911,464,0.9612903225806452
7,8,36,Porto,Porto 5 - 2 Portimonense,194,205,11,16.166666666666668
8,8,36,Royal Antwerp,Royal Antwerp 3 - 0 KV Courtrai,150,223,73,2.027027027027027
9,10,34,Angers,Nice 2 - 2 Angers,134,1595,1461,0.09165526675786594
10,11,32,GFC Ajaccio,GFC Ajaccio 2 - 1 Chateauroux,22,66,44,0.4888888888888889
11,12,28,Reims,Quevilly 1 - 2 Reims,95,115,20,4.523809523809524
12,13,26,Paris FC,Brest 1 - 1 Paris FC,47,169,122,0.3821138211382114
13,14,25,Tours,Orleans 1 - 1 Tours,23,155,132,0.17293233082706766
14,15,19,Nice,Nice 2 - 2 Angers,1461,1595,134,10.822222222222223
15,16,16,Bayern Munich,Bayern Munich 2 - 2 Wolfsbourg,653,730,77,8.371794871794872
16,17,15,Brest,Brest 1 - 1 Paris FC,122,169,47,2.5416666666666665
17,17,15,Orleans,Orleans 1 - 1 Tours,132,155,23,5.5
18,17,15,Trabzonspor,Trabzonspor 3 - 4 Alanyaspor,55,82,27,1.9642857142857142
19,20,10,Portimonense,Porto 5 - 2 Portimonense,11,205,194,0.05641025641025641
20,21,5,Le Havre,Bourg en Bresse Peronnas 2 - 1 Le Havre,111,157,46,2.3617021276595747
21,21,5,Quevilly,Quevilly 1 - 2 Reims,20,115,95,0.20833333333333334
22,21,5,Sochaux,Sochaux 1 - 6 AC Ajaccio,83,107,24,3.32
23,21,5,Nimes,Nimes 1 - 5 Niort,64,76,12,4.923076923076923
24,21,5,Chateauroux,GFC Ajaccio 2 - 1 Chateauroux,44,66,22,1.9130434782608696
25,26,0,KV Courtrai,Royal Antwerp 3 - 0 KV Courtrai,73,223,150,0.48344370860927155
26,26,0,Valenciennes,Valenciennes 0 - 2 Auxerre,95,143,48,1.9387755102040816
27,26,0,Lille,Lille 0 - 4 Monaco,464,911,447,1.0357142857142858
