,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,58,Bâle,Bâle 5 - 0 Benfica,224,533,309,0.7225806451612903
1,2,49,Chelsea,Atl. Madrid 1 - 2 Chelsea,817,996,179,4.538888888888889
2,2,49,Celtic,Anderlecht 0 - 3 Celtic,376,584,208,1.799043062200957
3,4,36,Paris SG,Paris SG 3 - 0 Bayern Munich,697,1011,314,2.212698412698413
4,4,36,Manch. Utd,CSKA 1 - 4 Manch. Utd,207,342,135,1.5220588235294117
5,6,28,Lausanne-Sport,Sion 1 - 1 Lausanne-Sport,26,32,6,3.7142857142857144
6,7,24,AS Rome,Qarabag FK 1 - 2 AS Rome,295,356,61,4.758064516129032
7,8,21,Juventus,Juventus 2 - 0 Olympiakos,527,554,27,18.821428571428573
8,9,19,Barcelone,Sporting 0 - 1 Barcelone,300,343,43,6.818181818181818
9,10,14,Sion,Sion 1 - 1 Lausanne-Sport,6,32,26,0.2222222222222222
10,11,5,Atl. Madrid,Atl. Madrid 1 - 2 Chelsea,179,996,817,0.21882640586797067
11,11,5,Qarabag FK,Qarabag FK 1 - 2 AS Rome,61,356,295,0.20608108108108109
12,11,5,CSKA,CSKA 1 - 4 Manch. Utd,135,342,207,0.6490384615384616
13,14,0,Sporting,Sporting 0 - 1 Barcelone,43,343,300,0.14285714285714285
14,14,0,Anderlecht,Anderlecht 0 - 3 Celtic,208,584,376,0.5517241379310345
15,14,0,Bayern Munich,Paris SG 3 - 0 Bayern Munich,314,1011,697,0.4498567335243553
16,14,0,Benfica,Bâle 5 - 0 Benfica,309,533,224,1.3733333333333333
17,14,0,Olympiakos,Juventus 2 - 0 Olympiakos,27,554,527,0.05113636363636364
