,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,51,Suède,Suède 8 - 0 Luxembourg,130,295,165,0.7831325301204819
1,2,42,Estonie,Gibraltar 0 - 6 Estonie,75,104,29,2.5
2,2,42,Belgique,Bosnie Herzégovine 3 - 4 Belgique,1411,1517,106,13.186915887850468
3,4,38,Suisse,Suisse 5 - 2 Hongrie,100,209,109,0.9090909090909091
4,5,27,Pays-Bas,Biélorussie 1 - 3 Pays-Bas,38,229,191,0.19791666666666666
5,6,26,Grèce,Chypre 1 - 2 Grèce,86,313,227,0.37719298245614036
6,7,20,Portugal,Andorre 0 - 2 Portugal,1029,1043,14,68.6
7,8,17,France,Bulgarie 0 - 1 France,528,647,119,4.4
8,9,16,Lettonie,Féroé 0 - 0 Lettonie,203,327,124,1.624
9,10,15,Bosnie Herzégovine,Bosnie Herzégovine 3 - 4 Belgique,106,1517,1411,0.07507082152974505
10,11,13,Féroé,Féroé 0 - 0 Lettonie,124,327,203,0.6078431372549019
11,12,10,Hongrie,Suisse 5 - 2 Hongrie,109,209,100,1.0792079207920793
12,13,5,Chypre,Chypre 1 - 2 Grèce,227,313,86,2.6091954022988504
13,13,5,Biélorussie,Biélorussie 1 - 3 Pays-Bas,191,229,38,4.897435897435898
14,15,0,Gibraltar,Gibraltar 0 - 6 Estonie,29,104,75,0.3815789473684211
15,15,0,Andorre,Andorre 0 - 2 Portugal,14,1043,1029,0.013592233009708738
16,15,0,Bulgarie,Bulgarie 0 - 1 France,119,647,528,0.22495274102079396
17,15,0,Luxembourg,Suède 8 - 0 Luxembourg,165,295,130,1.2595419847328244
