,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,47,Anderlecht,Celtic 0 - 1 Anderlecht,151,420,269,0.5592592592592592
1,2,39,Bayern Munich,Bayern Munich 3 - 1 Paris SG,198,901,703,0.28125
2,3,36,Bâle,Benfica 0 - 2 Bâle,320,712,392,0.8142493638676844
3,4,25,Manch. Utd,Manch. Utd 2 - 1 CSKA,299,362,63,4.671875
4,5,24,Atl. Madrid,Chelsea 1 - 1 Atl. Madrid,313,640,327,0.9542682926829268
5,5,24,Barcelone,Barcelone 2 - 0 Sporting,376,444,68,5.449275362318841
6,7,23,Juventus,Olympiakos 0 - 2 Juventus,133,233,100,1.316831683168317
7,8,16,Chelsea,Chelsea 1 - 1 Atl. Madrid,327,640,313,1.0414012738853504
8,8,16,AS Rome,AS Rome 1 - 0 Qarabag FK,282,354,72,3.863013698630137
9,10,5,Paris SG,Bayern Munich 3 - 1 Paris SG,703,901,198,3.5326633165829144
10,10,5,CSKA,Manch. Utd 2 - 1 CSKA,63,362,299,0.21
11,12,0,Qarabag FK,AS Rome 1 - 0 Qarabag FK,72,354,282,0.254416961130742
12,12,0,Benfica,Benfica 0 - 2 Bâle,392,712,320,1.2211838006230529
13,12,0,Olympiakos,Olympiakos 0 - 2 Juventus,100,233,133,0.746268656716418
14,12,0,Celtic,Celtic 0 - 1 Anderlecht,269,420,151,1.769736842105263
15,12,0,Sporting,Barcelone 2 - 0 Sporting,68,444,376,0.18037135278514588
