,Position,Points SFL,Equipe,Match,Joueurs l'ayant choisi,total_choice,choix_autre,bet_safety
0,1,45,Guimaraes,Rio Ave 0 - 1 Guimaraes,196,295,99,1.96
1,2,29,Braga,Braga 3 - 1 CD Feirense,294,321,27,10.5
2,3,27,Reims,Reims 2 - 0 Auxerre,542,626,84,6.376470588235295
3,4,26,Espanyol,Espanyol 1 - 0 Getafe,780,1084,304,2.557377049180328
4,5,18,İstanbul Basaksehir,Kayserispor 1 - 1 İstanbul Basaksehir,307,500,193,1.5824742268041236
5,5,18,Atalanta Bergame,Atalanta Bergame 1 - 0 Benevento Calcio,797,977,180,4.403314917127072
6,5,18,Kayserispor,Kayserispor 1 - 1 İstanbul Basaksehir,193,500,307,0.6266233766233766
7,8,5,CD Feirense,Braga 3 - 1 CD Feirense,27,321,294,0.09152542372881356
8,9,0,Getafe,Espanyol 1 - 0 Getafe,304,1084,780,0.3892445582586428
9,9,0,Benevento Calcio,Atalanta Bergame 1 - 0 Benevento Calcio,180,977,797,0.22556390977443608
10,9,0,Rio Ave,Rio Ave 0 - 1 Guimaraes,99,295,196,0.5025380710659898
11,9,0,Auxerre,Reims 2 - 0 Auxerre,84,626,542,0.15469613259668508
